R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR.,B_SIG_STR.,R_SIG_STR_pct,B_SIG_STR_pct,R_TOTAL_STR.,B_TOTAL_STR.,R_TD,B_TD,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,R_CTRL,B_CTRL,R_HEAD,B_HEAD,R_BODY,B_BODY,R_LEG,B_LEG,R_DISTANCE,B_DISTANCE,R_CLINCH,B_CLINCH,R_GROUND,B_GROUND,win_by,last_round,last_round_time,Format,Referee,date,location,Fight_type,Winner,R_Stance,R_DOB,SLpM_x,Str_Acc_x,SApM_x,Str_Def_x,TD_Avg_x,TD_Acc_x,TD_Def_x,Sub_Avg_x,R_Height_cms,R_Weight_lbs,R_Reach_cms,B_Stance,B_DOB,SLpM_y,Str_Acc_y,SApM_y,Str_Def_y,TD_Avg_y,TD_Acc_y,TD_Def_y,Sub_Avg_y,B_Height_cms,B_Weight_lbs,B_Reach_cms
Alex Caceres,Kevin Croom,0,0,48 of 68,16 of 51,70%,31%,97 of 121,26 of 67,1 of 1,1 of 16,100%,6%,1,0,1,1,3:44,7:32,33 of 49,10 of 44,11 of 13,1 of 2,4 of 6,5 of 5,30 of 46,14 of 46,12 of 14,2 of 5,6 of 8,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,"February 27, 2021","Las Vegas, Nevada, USA",Featherweight Bout,Alex Caceres,Southpaw,"Jun 20, 1988",4.1,50%,2.82,65%,0.57,78%,64%,0.8,177.8,145.0,185.42000000000002,Orthodox,"Jul 15, 1987",1.35,36%,3.22,31%,0.97,6%,50%,1.0,180.34,155.0,185.42000000000002
Alexis Davis,Sabina Mazo,0,0,49 of 83,64 of 165,59%,38%,128 of 196,71 of 173,3 of 3,0 of 1,100%,0%,0,0,0,0,8:50,0:00,8 of 37,50 of 149,4 of 5,5 of 7,37 of 41,9 of 9,46 of 78,64 of 165,0 of 0,0 of 0,3 of 5,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,"February 27, 2021","Las Vegas, Nevada, USA",Women's Bantamweight Bout,Alexis Davis,Orthodox,"Oct 04, 1984",4.18,47%,4.18,55%,0.94,40%,34%,0.8,167.64000000000001,135.0,172.72,Orthodox,"Mar 25, 1997",6.56,44%,3.91,60%,0.81,80%,66%,0.2,170.18,135.0,177.8
Nikita Krylov,Magomed Ankalaev,0,0,47 of 120,43 of 92,39%,46%,58 of 132,89 of 143,1 of 6,3 of 9,16%,33%,0,0,0,0,1:44,5:59,18 of 78,37 of 83,22 of 34,4 of 7,7 of 8,2 of 2,45 of 116,29 of 76,2 of 4,2 of 2,0 of 0,12 of 14,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,"February 27, 2021","Las Vegas, Nevada, USA",Light Heavyweight Bout,Magomed Ankalaev,Orthodox,"Mar 07, 1992",4.33,56%,2.52,43%,1.34,33%,55%,1.3,190.5,205.0,195.58,Orthodox,"Jun 02, 1992",3.41,53%,1.78,65%,1.18,33%,85%,0.0,190.5,205.0,190.5
Dustin Jacoby,Maxim Grishin,0,2,57 of 137,66 of 156,41%,42%,60 of 141,80 of 172,0 of 0,0 of 2,---,0%,0,0,0,0,0:48,1:16,25 of 88,31 of 110,7 of 15,8 of 16,25 of 34,27 of 30,55 of 133,59 of 144,2 of 4,2 of 5,0 of 0,5 of 7,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,"February 27, 2021","Las Vegas, Nevada, USA",Light Heavyweight Bout,Dustin Jacoby,Orthodox,"Apr 04, 1988",3.68,46%,2.94,61%,0.22,100%,70%,0.0,190.5,205.0,193.04,Orthodox,"May 02, 1984",2.95,44%,2.33,56%,0.38,33%,66%,0.0,190.5,220.0,198.12
Aleksei Oleinik,Chris Daukaus,0,0,5 of 10,34 of 56,50%,60%,6 of 11,34 of 56,0 of 1,0 of 0,0%,---,0,0,0,0,0:24,0:19,3 of 8,32 of 54,1 of 1,2 of 2,1 of 1,0 of 0,5 of 10,28 of 49,0 of 0,2 of 3,0 of 0,4 of 4,KO/TKO,1,1:55,3 Rnd (5-5-5),Herb Dean,"February 20, 2021","Las Vegas, Nevada, USA",Heavyweight Bout,Chris Daukaus,Orthodox,"Jun 20, 1977",3.47,50%,3.85,44%,2.38,46%,33%,2.4,187.96,240.0,203.2,Orthodox,"Sep 25, 1989",11.78,61%,3.22,65%,0.0,0%,100%,0.0,190.5,250.0,193.04
Charles Rosa,Darrick Minner,0,1,15 of 25,45 of 60,60%,75%,40 of 51,96 of 117,0 of 1,4 of 5,0%,80%,2,3,0,0,0:00,12:34,9 of 17,35 of 49,4 of 4,5 of 5,2 of 4,5 of 6,8 of 17,21 of 31,0 of 0,5 of 7,7 of 8,19 of 22,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,"February 20, 2021","Las Vegas, Nevada, USA",Featherweight Bout,Darrick Minner,Switch,"Aug 24, 1986",3.11,37%,3.78,48%,1.76,32%,40%,1.0,175.26,145.0,175.26,Orthodox,"Apr 28, 1990",3.24,70%,1.4,43%,3.0,62%,60%,3.6,170.18,145.0,175.26
Phil Hawes,Nassourdine Imavov,0,0,31 of 54,57 of 93,57%,61%,101 of 128,87 of 124,4 of 7,0 of 0,57%,---,0,0,0,0,11:06,0:07,13 of 31,39 of 71,7 of 9,14 of 17,11 of 14,4 of 5,23 of 42,29 of 62,7 of 11,27 of 30,1 of 1,1 of 1,Decision - Majority,3,5:00,3 Rnd (5-5-5),Chris Tognoni,"February 20, 2021","Las Vegas, Nevada, USA",Middleweight Bout,Phil Hawes,Orthodox,"Jan 08, 1989",2.84,52%,4.18,47%,3.13,35%,0%,0.0,182.88,185.0,195.58,Orthodox,"Mar 01, 1995",4.17,61%,2.03,59%,0.5,12%,60%,2.0,190.5,185.0,190.5
Curtis Blaydes,Derrick Lewis,0,1,28 of 52,7 of 23,53%,30%,28 of 52,7 of 23,0 of 3,0 of 0,0%,---,0,0,0,0,0:15,0:00,18 of 42,6 of 21,3 of 3,1 of 2,7 of 7,0 of 0,25 of 47,4 of 20,3 of 5,1 of 1,0 of 0,2 of 2,KO/TKO,2,1:26,5 Rnd (5-5-5-5-5),Herb Dean,"February 20, 2021","Las Vegas, Nevada, USA",Heavyweight Bout,Derrick Lewis,Orthodox,"Feb 18, 1991",3.59,53%,1.7,57%,6.64,54%,33%,0.0,193.04,265.0,203.2,Orthodox,"Feb 07, 1985",2.59,50%,2.16,44%,0.52,26%,54%,0.0,190.5,260.0,200.66
Eddie Wineland,John Castaneda,0,1,17 of 66,42 of 57,25%,73%,17 of 66,44 of 59,1 of 1,0 of 0,100%,---,0,0,0,0,0:12,0:04,10 of 50,23 of 34,3 of 6,4 of 7,4 of 10,15 of 16,16 of 63,34 of 49,0 of 0,2 of 2,1 of 3,6 of 6,KO/TKO,1,4:44,3 Rnd (5-5-5),Jason Herzog,"February 20, 2021","Las Vegas, Nevada, USA",Bantamweight Bout,John Castaneda,Orthodox,"Jun 26, 1984",3.4,29%,3.66,69%,0.34,33%,86%,0.1,170.18,135.0,175.26,Switch,"Dec 18, 1991",4.17,49%,5.07,55%,0.86,25%,60%,0.0,167.64000000000001,135.0,180.34
Andrei Arlovski,Tom Aspinall,0,0,20 of 55,37 of 60,36%,61%,22 of 57,41 of 64,0 of 0,1 of 1,---,100%,0,1,0,0,0:00,2:17,8 of 40,22 of 44,7 of 9,6 of 7,5 of 6,9 of 9,17 of 49,24 of 40,3 of 6,13 of 20,0 of 0,0 of 0,Submission,2,1:09,3 Rnd (5-5-5),Mark Smith,"February 20, 2021","Las Vegas, Nevada, USA",Heavyweight Bout,Tom Aspinall,Orthodox,"Feb 04, 1979",3.48,44%,2.83,57%,0.47,36%,78%,0.3,190.5,240.0,195.58,Orthodox,"Apr 11, 1993",7.43,66%,3.06,65%,3.54,100%,0%,1.8,195.58,256.0,198.12
Jared Gordon,Danny Chavez,0,0,82 of 131,39 of 113,62%,34%,138 of 191,42 of 116,2 of 7,1 of 1,28%,100%,0,0,0,0,6:07,0:10,41 of 89,23 of 91,19 of 20,5 of 8,22 of 22,11 of 14,67 of 110,38 of 112,6 of 8,1 of 1,9 of 13,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"February 20, 2021","Las Vegas, Nevada, USA",Featherweight Bout,Jared Gordon,Orthodox,"Sep 06, 1988",5.54,56%,3.22,60%,2.81,39%,55%,0.0,175.26,145.0,172.72,Orthodox,"Mar 14, 1987",2.93,39%,4.17,53%,2.5,100%,84%,0.0,172.72,145.0,170.18
Ketlen Vieira,Yana Kunitskaya,0,0,7 of 16,47 of 60,43%,78%,35 of 51,215 of 247,3 of 8,0 of 0,37%,---,0,0,0,0,8:38,5:09,3 of 10,7 of 15,3 of 4,30 of 35,1 of 2,10 of 10,3 of 11,8 of 11,4 of 5,21 of 24,0 of 0,18 of 25,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,"February 20, 2021","Las Vegas, Nevada, USA",Women's Bantamweight Bout,Yana Kunitskaya,Orthodox,"Aug 26, 1991",2.66,36%,3.84,53%,2.19,48%,92%,0.5,172.72,135.0,172.72,Orthodox,"Nov 11, 1989",4.22,57%,2.62,51%,1.62,53%,50%,0.2,167.64000000000001,135.0,172.72
Aiemann Zahabi,Drako Rodriguez,1,0,9 of 11,11 of 33,81%,33%,9 of 11,13 of 35,0 of 0,0 of 0,---,---,0,0,0,0,0:10,0:00,8 of 10,6 of 27,1 of 1,1 of 2,0 of 0,4 of 4,6 of 7,8 of 30,1 of 2,3 of 3,2 of 2,0 of 0,KO/TKO,1,3:05,3 Rnd (5-5-5),Mark Smith,"February 20, 2021","Las Vegas, Nevada, USA",Bantamweight Bout,Aiemann Zahabi,Orthodox,"Nov 19, 1987",2.82,40%,3.91,65%,0.33,16%,72%,0.0,172.72,135.0,172.72,Orthodox,"Jun 16, 1996",2.57,35%,2.57,26%,2.75,100%,0%,2.8,172.72,135.0,175.26
Serghei Spivac,Jared Vanderaa,0,0,51 of 72,13 of 24,70%,54%,107 of 135,27 of 38,3 of 3,0 of 0,100%,---,0,0,0,0,8:29,0:00,51 of 72,8 of 19,0 of 0,3 of 3,0 of 0,2 of 2,7 of 17,11 of 22,0 of 0,2 of 2,44 of 55,0 of 0,KO/TKO,2,4:32,3 Rnd (5-5-5),Chris Tognoni,"February 20, 2021","Las Vegas, Nevada, USA",Heavyweight Bout,Serghei Spivac,Orthodox,"Jan 24, 1995",3.58,49%,2.84,58%,3.7,63%,75%,0.3,190.5,260.0,198.12,Orthodox,"May 12, 1992",2.75,52%,5.19,33%,1.15,100%,0%,0.0,193.04,260.0,203.2
Nate Landwehr,Julian Erosa,0,1,9 of 14,15 of 23,64%,65%,9 of 14,17 of 25,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:01,5 of 9,11 of 18,1 of 1,2 of 3,3 of 4,2 of 2,6 of 11,12 of 17,3 of 3,2 of 5,0 of 0,1 of 1,KO/TKO,1,0:56,3 Rnd (5-5-5),Mark Smith,"February 20, 2021","Las Vegas, Nevada, USA",Featherweight Bout,Julian Erosa,Orthodox,"Jun 06, 1988",7.02,50%,7.67,51%,0.0,0%,85%,0.0,175.26,145.0,182.88,Southpaw,"Jul 31, 1989",5.07,47%,5.72,50%,1.32,54%,58%,0.9,185.42000000000002,145.0,187.96
Maycee Barber,Alexa Grasso,0,0,40 of 152,38 of 81,26%,46%,50 of 165,95 of 162,3 of 5,0 of 0,60%,---,0,1,0,1,3:14,5:10,23 of 130,24 of 57,14 of 18,9 of 14,3 of 4,5 of 10,18 of 119,25 of 61,20 of 31,13 of 20,2 of 2,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"February 13, 2021","Las Vegas, Nevada, USA",Women's Flyweight Bout,Alexa Grasso,Switch,"May 18, 1998",5.21,52%,3.0,50%,1.44,40%,80%,0.2,165.1,125.0,165.1,Orthodox,"Aug 09, 1993",4.96,43%,3.61,64%,0.28,40%,60%,0.6,165.1,125.0,167.64000000000001
Belal Muhammad,Dhiego Lima,0,0,129 of 264,69 of 203,48%,33%,136 of 284,70 of 206,1 of 10,0 of 1,10%,0%,0,0,0,0,2:42,0:00,109 of 232,26 of 156,20 of 31,17 of 19,0 of 1,26 of 28,118 of 248,69 of 203,11 of 16,0 of 0,0 of 0,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"February 13, 2021","Las Vegas, Nevada, USA",Welterweight Bout,Belal Muhammad,Orthodox,"Jul 09, 1988",4.75,43%,4.02,60%,1.97,28%,85%,0.2,180.34,170.0,182.88,Orthodox,"Jan 31, 1989",3.14,38%,3.93,59%,1.38,42%,73%,0.7,187.96,170.0,190.5
Maki Pitolo,Julian Marquez,0,0,32 of 65,41 of 100,49%,41%,70 of 110,61 of 129,5 of 11,0 of 1,45%,0%,1,4,1,1,9:07,1:54,16 of 46,37 of 94,12 of 14,3 of 4,4 of 5,1 of 2,22 of 52,18 of 72,7 of 8,15 of 16,3 of 5,8 of 12,Submission,3,4:17,3 Rnd (5-5-5),Mark Smith,"February 13, 2021","Las Vegas, Nevada, USA",Middleweight Bout,Julian Marquez,Orthodox,"Nov 24, 1990",4.2,44%,3.71,56%,2.42,52%,55%,0.5,177.8,185.0,190.5,Orthodox,"May 08, 1990",3.5,40%,2.98,52%,0.0,0%,53%,3.4,187.96,185.0,182.88
Kamaru Usman,Gilbert Burns,2,0,83 of 136,45 of 108,61%,41%,93 of 149,55 of 124,0 of 0,0 of 3,---,0%,0,0,0,0,2:05,0:00,56 of 105,18 of 75,11 of 15,13 of 14,16 of 16,14 of 19,54 of 100,44 of 104,3 of 4,1 of 4,26 of 32,0 of 0,KO/TKO,3,0:34,5 Rnd (5-5-5-5-5),Herb Dean,"February 13, 2021","Las Vegas, Nevada, USA",UFC Welterweight Title Bout,Kamaru Usman,Switch,"May 11, 1987",4.66,54%,2.33,58%,3.22,47%,100%,0.1,182.88,170.0,193.04,Orthodox,"Jul 20, 1986",3.22,45%,3.04,54%,2.08,35%,50%,0.7,177.8,170.0,180.34
Ricky Simon,Brian Kelleher,0,0,45 of 98,19 of 73,45%,26%,72 of 136,25 of 83,6 of 9,0 of 0,66%,---,1,0,0,0,8:14,0:12,25 of 73,7 of 56,3 of 4,4 of 8,17 of 21,8 of 9,29 of 74,18 of 72,6 of 9,1 of 1,10 of 15,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"February 13, 2021","Las Vegas, Nevada, USA",Featherweight Bout,Ricky Simon,Orthodox,"Aug 31, 1992",3.08,42%,3.13,64%,6.93,54%,72%,0.4,167.64000000000001,135.0,175.26,Switch,"Aug 19, 1986",3.92,39%,5.47,53%,1.0,25%,59%,0.7,167.64000000000001,145.0,167.64000000000001
Kelvin Gastelum,Ian Heinisch,0,0,38 of 84,27 of 67,45%,40%,51 of 115,56 of 107,6 of 14,1 of 6,42%,16%,0,2,1,1,6:50,1:11,20 of 62,10 of 42,10 of 13,6 of 11,8 of 9,11 of 14,28 of 69,26 of 64,8 of 11,0 of 0,2 of 4,1 of 3,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,"February 13, 2021","Las Vegas, Nevada, USA",Middleweight Bout,Kelvin Gastelum,Southpaw,"Oct 24, 1991",3.64,43%,2.92,59%,1.22,39%,64%,0.1,175.26,185.0,180.34,Orthodox,"Aug 05, 1988",3.28,50%,2.79,58%,1.13,18%,60%,0.8,180.34,185.0,182.88
Polyana Viana,Mallory Martin,0,0,4 of 16,5 of 7,25%,71%,71 of 89,14 of 19,0 of 0,1 of 1,---,100%,5,0,0,0,0:18,2:25,0 of 12,1 of 3,3 of 3,4 of 4,1 of 1,0 of 0,4 of 16,5 of 7,0 of 0,0 of 0,0 of 0,0 of 0,Submission,1,3:18,3 Rnd (5-5-5),Mark Smith,"February 13, 2021","Las Vegas, Nevada, USA",Women's Strawweight Bout,Polyana Viana,Orthodox,"Jun 14, 1992",3.71,41%,3.01,54%,1.12,33%,50%,3.4,165.1,115.0,170.18,Orthodox,"Jan 29, 1994",3.99,59%,5.53,58%,3.37,63%,25%,0.5,162.56,115.0,160.02
Rodolfo Vieira,Anthony Hernandez,0,0,9 of 26,32 of 50,34%,64%,14 of 32,50 of 73,4 of 10,0 of 0,40%,---,0,2,0,1,4:00,1:25,9 of 26,28 of 45,0 of 0,4 of 5,0 of 0,0 of 0,7 of 21,28 of 46,2 of 2,4 of 4,0 of 3,0 of 0,Submission,2,1:53,3 Rnd (5-5-5),Keith Peterson,"February 13, 2021","Las Vegas, Nevada, USA",Middleweight Bout,Anthony Hernandez,Orthodox,"Sep 25, 1989",1.66,42%,3.06,42%,7.0,47%,0%,1.6,182.88,185.0,185.42000000000002,Orthodox,"Oct 18, 1993",4.92,55%,5.09,47%,3.76,66%,70%,1.9,182.88,185.0,190.5
Gabe Green,Philip Rowe,2,0,70 of 152,42 of 86,46%,48%,128 of 213,48 of 93,2 of 2,2 of 6,100%,33%,1,0,0,2,3:13,5:43,36 of 112,25 of 67,15 of 20,8 of 10,19 of 20,9 of 9,51 of 126,40 of 84,4 of 7,1 of 1,15 of 19,1 of 1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,"February 13, 2021","Las Vegas, Nevada, USA",Welterweight Bout,Gabe Green,Switch,"May 02, 1993",6.57,46%,7.23,49%,1.0,100%,57%,0.5,177.8,170.0,185.42000000000002,Orthodox,"Jul 18, 1990",4.99,60%,5.34,51%,1.19,33%,25%,0.0,190.5,170.0,203.2
Andre Ewell,Chris Gutierrez,0,1,59 of 120,69 of 126,49%,54%,62 of 124,72 of 131,1 of 1,1 of 1,100%,100%,1,0,0,0,0:09,1:11,15 of 56,23 of 59,28 of 40,14 of 21,16 of 24,32 of 46,59 of 119,61 of 116,0 of 0,8 of 10,0 of 1,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,"February 13, 2021","Las Vegas, Nevada, USA",Catch Weight Bout,Chris Gutierrez,Southpaw,"Jan 21, 1988",4.42,41%,4.25,52%,0.29,66%,70%,0.1,172.72,135.0,190.5,Orthodox,"Apr 22, 1991",4.3,57%,2.45,59%,0.57,60%,73%,0.2,175.26,145.0,170.18
Alexandre Pantoja,Manel Kape,0,0,74 of 149,49 of 91,49%,53%,77 of 152,51 of 94,0 of 1,2 of 7,0%,28%,0,0,0,0,0:24,0:25,27 of 83,36 of 76,26 of 38,8 of 8,21 of 28,5 of 7,72 of 146,49 of 91,1 of 1,0 of 0,1 of 2,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"February 06, 2021","Las Vegas, Nevada, USA",Flyweight Bout,Alexandre Pantoja,Orthodox,"Apr 16, 1990",4.3,47%,3.39,53%,0.94,35%,68%,0.9,165.1,125.0,170.18,Southpaw,"Nov 14, 1993",3.67,45%,4.3,48%,1.0,28%,80%,0.0,165.1,125.0,172.72
Karol Rosa,Joselyne Edwards,0,0,57 of 84,38 of 59,67%,64%,135 of 175,70 of 97,4 of 6,1 of 3,66%,33%,0,0,0,1,11:13,0:02,33 of 55,22 of 36,9 of 10,4 of 8,15 of 19,12 of 15,27 of 46,31 of 51,11 of 14,3 of 3,19 of 24,4 of 5,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,"February 06, 2021","Las Vegas, Nevada, USA",Women's Bantamweight Bout,Karol Rosa,Orthodox,"Dec 30, 1994",7.73,52%,5.51,48%,2.0,60%,90%,0.0,165.1,135.0,170.18,Orthodox,"Sep 29, 1995",4.2,53%,3.83,46%,0.5,16%,37%,0.5,172.72,135.0,177.8
Devonte Smith,Justin Jaynes,0,0,34 of 65,11 of 27,52%,40%,46 of 78,19 of 35,1 of 1,0 of 2,100%,0%,1,0,0,1,3:08,0:12,25 of 54,6 of 21,5 of 7,3 of 4,4 of 4,2 of 2,21 of 45,10 of 26,5 of 8,0 of 0,8 of 12,1 of 1,TKO - Doctor's Stoppage,2,3:38,3 Rnd (5-5-5),Keith Peterson,"February 06, 2021","Las Vegas, Nevada, USA",Catch Weight Bout,Devonte Smith,Orthodox,"Jul 30, 1993",5.64,55%,2.65,59%,0.74,100%,100%,0.7,175.26,155.0,193.04,Orthodox,"Aug 10, 1989",3.58,42%,6.49,58%,0.0,0%,33%,0.6,170.18,155.0,172.72
Michael Johnson,Clay Guida,0,0,58 of 126,49 of 89,46%,55%,70 of 138,65 of 107,0 of 0,3 of 7,---,42%,0,1,0,0,3:03,6:53,52 of 113,31 of 71,5 of 12,12 of 12,1 of 1,6 of 6,47 of 115,32 of 72,6 of 6,14 of 14,5 of 5,3 of 3,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,"February 06, 2021","Las Vegas, Nevada, USA",Lightweight Bout,Clay Guida,Southpaw,"Jun 04, 1986",4.21,38%,3.82,58%,0.49,45%,77%,0.1,177.8,155.0,185.42000000000002,Orthodox,"Dec 08, 1981",2.44,34%,2.57,63%,3.36,38%,68%,0.7,170.18,155.0,177.8
Alistair Overeem,Alexander Volkov,0,1,10 of 20,54 of 88,50%,61%,10 of 20,54 of 88,0 of 1,0 of 0,0%,---,0,0,0,0,0:15,0:11,3 of 13,47 of 81,2 of 2,3 of 3,5 of 5,4 of 4,10 of 20,40 of 65,0 of 0,11 of 18,0 of 0,3 of 5,KO/TKO,2,2:06,5 Rnd (5-5-5-5-5),Jason Herzog,"February 06, 2021","Las Vegas, Nevada, USA",Heavyweight Bout,Alexander Volkov,Orthodox,"May 17, 1980",3.67,64%,2.44,57%,1.42,55%,73%,0.8,193.04,265.0,203.2,Orthodox,"Oct 24, 1988",4.88,59%,2.48,56%,0.66,70%,66%,0.2,200.66,250.0,203.2
Diego Ferreira,Beneil Dariush,0,0,54 of 121,62 of 116,44%,53%,74 of 145,74 of 132,0 of 1,5 of 15,0%,33%,0,0,1,0,0:58,7:23,43 of 104,46 of 98,10 of 15,10 of 12,1 of 2,6 of 6,45 of 109,51 of 93,5 of 5,3 of 5,4 of 7,8 of 18,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,"February 06, 2021","Las Vegas, Nevada, USA",Lightweight Bout,Beneil Dariush,Orthodox,"Jan 18, 1985",4.85,37%,3.26,58%,0.89,26%,68%,0.9,175.26,155.0,187.96,Southpaw,"May 06, 1989",4.0,49%,2.72,59%,2.03,32%,81%,1.0,177.8,155.0,182.88
Cory Sandhagen,Frankie Edgar,1,0,2 of 5,2 of 3,40%,66%,2 of 5,2 of 3,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,1 of 3,1 of 2,0 of 0,0 of 0,1 of 2,1 of 1,2 of 5,2 of 3,0 of 0,0 of 0,0 of 0,0 of 0,KO/TKO,1,0:28,3 Rnd (5-5-5),Keith Peterson,"February 06, 2021","Las Vegas, Nevada, USA",Bantamweight Bout,Cory Sandhagen,Switch,"Apr 20, 1992",6.85,48%,3.89,59%,1.07,50%,30%,0.5,180.34,135.0,177.8,Orthodox,"Oct 16, 1981",3.7,39%,2.71,66%,2.28,31%,65%,0.3,167.64000000000001,135.0,172.72
Mike Rodriguez,Danilo Marques,0,0,16 of 24,29 of 29,66%,100%,34 of 43,55 of 58,0 of 0,4 of 7,---,57%,0,2,0,0,0:04,7:39,3 of 7,27 of 27,5 of 6,2 of 2,8 of 11,0 of 0,11 of 19,2 of 2,5 of 5,0 of 0,0 of 0,27 of 27,Submission,2,4:52,3 Rnd (5-5-5),Jason Herzog,"February 06, 2021","Las Vegas, Nevada, USA",Light Heavyweight Bout,Danilo Marques,Southpaw,"Nov 28, 1988",4.61,59%,3.39,40%,0.0,0%,41%,0.0,193.04,205.0,208.28,Orthodox,"Dec 26, 1985",1.81,88%,1.41,50%,4.83,34%,0%,1.2,198.12,205.0,195.58
Ode Osbourne,Jerome Rivera,1,0,5 of 6,2 of 3,83%,66%,5 of 6,2 of 3,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,5 of 6,0 of 1,0 of 0,1 of 1,0 of 0,1 of 1,1 of 1,2 of 3,0 of 0,0 of 0,4 of 5,0 of 0,KO/TKO,1,0:26,3 Rnd (5-5-5),Chris Tognoni,"February 06, 2021","Las Vegas, Nevada, USA",Featherweight Bout,Ode Osbourne,Southpaw,"Jan 09, 1992",4.3,54%,3.04,42%,1.9,100%,66%,1.9,170.18,145.0,185.42000000000002,Southpaw,"Apr 22, 1995",3.08,34%,2.47,51%,0.0,0%,40%,0.0,177.8,145.0,182.88
SeungWoo Choi,Youssef Zalal,0,0,41 of 109,23 of 47,37%,48%,73 of 144,46 of 70,2 of 3,3 of 9,66%,33%,0,1,0,1,3:39,4:29,25 of 84,12 of 34,10 of 13,9 of 10,6 of 12,2 of 3,26 of 93,21 of 44,12 of 13,1 of 2,3 of 3,1 of 1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,"February 06, 2021","Las Vegas, Nevada, USA",Featherweight Bout,SeungWoo Choi,Orthodox,"Nov 03, 1992",3.17,41%,2.45,46%,1.03,57%,66%,0.0,182.88,145.0,187.96,Switch,"Sep 04, 1996",2.45,51%,1.56,64%,2.4,40%,56%,1.4,177.8,145.0,182.88
Molly McCann,Lara Procopio,0,0,37 of 47,36 of 58,78%,62%,71 of 83,85 of 113,0 of 0,7 of 9,---,77%,1,1,0,0,0:50,11:43,17 of 25,20 of 39,13 of 14,11 of 12,7 of 8,5 of 7,21 of 28,19 of 39,11 of 12,9 of 11,5 of 7,8 of 8,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,"February 06, 2021","Las Vegas, Nevada, USA",Women's Flyweight Bout,Lara Procopio,Orthodox,"May 04, 1990",5.15,50%,4.28,65%,1.64,29%,28%,0.7,162.56,125.0,157.48,Orthodox,"Nov 14, 1995",6.7,57%,6.93,47%,3.5,50%,0%,0.5,162.56,125.0,170.18
Timur Valiev,Martin Day,0,0,55 of 76,8 of 28,72%,28%,115 of 149,24 of 46,4 of 6,0 of 0,66%,---,0,0,0,1,11:19,0:15,37 of 53,7 of 23,4 of 7,0 of 2,14 of 16,1 of 3,20 of 31,6 of 23,2 of 2,0 of 1,33 of 43,2 of 4,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,"February 06, 2021","Las Vegas, Nevada, USA",Featherweight Bout,Timur Valiev,Orthodox,"Jan 19, 1990",5.5,71%,1.55,56%,2.73,66%,50%,0.0,167.64000000000001,145.0,170.18,Orthodox,"Nov 10, 1988",3.97,45%,3.79,53%,0.72,60%,65%,0.5,177.8,145.0,185.42000000000002
Dan Hooker,Michael Chandler,0,1,8 of 19,17 of 24,42%,70%,8 of 19,17 of 24,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:09,0 of 6,12 of 17,0 of 1,4 of 6,8 of 12,1 of 1,8 of 19,7 of 11,0 of 0,0 of 0,0 of 0,10 of 13,KO/TKO,1,2:30,3 Rnd (5-5-5),Marc Goddard,"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Lightweight Bout,Michael Chandler,Switch,"Feb 13, 1990",4.95,48%,4.92,51%,0.72,34%,79%,0.3,182.88,155.0,190.5,Orthodox,"Apr 24, 1986",4.29,49%,3.76,52%,2.37,41%,80%,1.4,172.72,155.0,180.34
