R_KD,B_KD,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,last_round,SLpM_x,SApM_x,TD_Avg_x,Sub_Avg_x,R_Height_cms,R_Weight_lbs,R_Reach_cms,SLpM_y,SApM_y,TD_Avg_y,Sub_Avg_y,B_Height_cms,B_Weight_lbs,B_Reach_cms,R_SIG_STR_landed,R_SIG_STR_attempted,B_SIG_STR_landed,B_SIG_STR_attempted,R_TOTAL_STR_landed,R_TOTAL_STR_attempted,B_TOTAL_STR_landed,B_TOTAL_STR_attempted,R_TD_landed,R_TD_attempted,B_TD_landed,B_TD_attempted,R_HEAD_landed,R_HEAD_attempted,B_HEAD_landed,B_HEAD_attempted,R_BODY_landed,R_BODY_attempted,B_BODY_landed,B_BODY_attempted,R_LEG_landed,R_LEG_attempted,B_LEG_landed,B_LEG_attempted,R_DISTANCE_landed,R_DISTANCE_attempted,B_DISTANCE_landed,B_DISTANCE_attempted,R_CLINCH_landed,R_CLINCH_attempted,B_CLINCH_landed,B_CLINCH_attempted,R_GROUND_landed,R_GROUND_attempted,B_GROUND_landed,B_GROUND_attempted,R_SIG_STR_pct_float,B_SIG_STR_pct_float,R_TD_pct_float,B_TD_pct_float,Str_Acc_x_float,Str_Def_x_float,TD_Acc_x_float,TD_Def_x_float,Str_Acc_y_float,Str_Def_y_float,TD_Acc_y_float,TD_Def_y_float,R_age,B_age,age_diff,height_diff,reach_diff,weight_diff,slpm_diff,str_acc_diff,sapm_diff,str_def_diff,td_avg_diff,td_acc_diff,td_def_diff,sub_avg_diff,Winner_target
1,0,0,1,0,0,2,2.5,2.41,2.46,1.4,182.88,205.0,187.96,1.43,2.79,2.02,2.3,182.88,185.0,190.5,42,92,44,94,47,97,53,103,0,2,0,1,40,90,34,76,2,2,7,12,0,0,3,6,25,73,38,80,16,18,6,14,1,1,0,0,0.45,0.46,0.0,0.0,0.42,0.6,0.32,0.57,0.42,0.5,0.33,0.33,26.981519507186857,32.577686516084874,-5.596167008898018,0.0,-2.539999999999992,20.0,1.07,0.0,-0.3799999999999999,0.09999999999999998,0.43999999999999995,-0.010000000000000009,0.23999999999999994,-0.8999999999999999,0
0,0,1,0,0,0,3,1.79,2.27,2.46,0.4,177.8,170.0,185.42,3.14,2.37,0.91,0.0,175.26,170.0,193.04,19,29,11,28,83,93,14,31,4,6,0,0,11,21,10,26,7,7,1,2,1,1,0,0,2,10,7,22,0,0,1,3,17,19,3,3,0.65,0.39,0.66,0.0,0.36,0.63,0.48,0.64,0.47,0.6,0.4,0.64,32.435318275154,27.208761122518823,5.226557152635181,2.5400000000000205,-7.6200000000000045,0.0,-1.35,-0.10999999999999999,-0.10000000000000009,0.030000000000000027,1.5499999999999998,0.07999999999999996,0.0,0.4,1
0,0,0,0,0,0,3,3.95,3.21,1.63,0.6,177.8,155.0,182.88,3.49,3.99,3.83,0.3,175.26,185.0,175.26,67,111,53,81,78,123,83,111,0,1,8,8,38,78,36,63,22,25,2,3,7,8,15,15,41,75,34,54,26,36,10,16,0,0,9,11,0.6,0.65,0.0,1.0,0.54,0.56,0.43,0.36,0.45,0.53,0.46,0.63,26.195756331279945,26.652977412731005,-0.4572210814510598,2.5400000000000205,7.6200000000000045,-30.0,0.45999999999999996,0.09000000000000002,-0.7800000000000002,0.030000000000000027,-2.2,-0.030000000000000027,-0.27,0.3,0
0,0,1,1,0,1,2,2.81,3.21,0.68,0.2,180.34,170.0,190.5,2.7,3.1,0.44,0.9,187.96,185.0,190.5,22,37,27,51,35,50,44,68,2,2,1,1,19,31,9,30,0,1,13,15,3,5,5,6,19,33,22,43,2,3,3,6,1,1,2,2,0.59,0.52,1.0,1.0,0.48,0.48,0.2,0.43,0.41,0.59,0.26,0.55,30.187542778918548,26.036960985626283,4.150581793292265,-7.6200000000000045,0.0,-15.0,0.10999999999999988,0.07,0.10999999999999988,-0.10999999999999999,0.24000000000000005,-0.06,-0.12000000000000005,-0.7,0
1,1,1,0,0,0,3,4.17,4.08,0.63,0.1,175.26,155.0,177.8,3.18,3.06,1.16,0.4,175.26,145.0,180.34,70,181,55,119,76,187,64,128,0,1,3,5,40,147,41,103,13,16,7,8,17,18,7,8,59,166,47,110,4,8,5,6,7,7,3,3,0.38,0.46,0.0,0.6,0.28,0.57,0.38,0.77,0.4,0.58,0.38,0.65,26.039698836413415,23.953456536618756,2.086242299794659,0.0,-2.539999999999992,10.0,0.9899999999999998,-0.12,1.02,-0.010000000000000009,-0.5299999999999999,0.0,0.12,-0.30000000000000004,0
0,0,0,4,0,0,2,2.3,3.41,3.1,1.2,187.96,235.0,195.58,3.55,2.79,0.0,0.7,190.5,265.0,208.28,5,21,44,56,14,30,63,75,2,5,0,0,4,13,28,40,1,7,5,5,0,1,11,11,4,20,18,27,0,0,4,6,1,1,22,23,0.23,0.78,0.4,0.0,0.5,0.38,0.72,0.36,0.5,0.64,0.0,0.55,36.24366872005476,31.813826146475016,4.429842573579741,-2.539999999999992,-12.699999999999989,-30.0,-1.25,0.0,0.6200000000000001,-0.26,3.1,0.72,-0.19000000000000006,0.5,0
0,0,0,0,1,0,3,4.92,5.27,0.48,0.0,185.42,185.0,190.5,2.79,4.14,1.72,0.9,193.04,260.0,193.04,97,161,60,120,112,176,65,125,0,0,2,7,93,155,57,113,0,2,1,5,4,4,2,2,74,131,38,94,18,24,10,14,5,6,12,12,0.6,0.5,0.0,0.28,0.36,0.54,0.18,0.75,0.47,0.46,0.33,0.85,28.413415468856947,26.99794661190965,1.415468856947296,-7.6200000000000045,-2.539999999999992,-75.0,2.13,-0.10999999999999999,1.13,0.08000000000000002,-1.24,-0.15000000000000002,-0.09999999999999998,-0.9,1
0,0,0,0,0,0,1,1.55,2.7,1.43,2.0,190.5,185.0,203.2,1.68,1.68,2.85,0.5,185.42,185.0,187.96,5,7,3,7,10,12,5,9,0,0,1,3,1,3,2,4,2,2,1,1,2,2,0,2,2,4,1,4,3,3,2,3,0,0,0,0,0.71,0.42,0.0,0.33,0.52,0.46,0.16,0.35,0.32,0.68,0.46,0.66,34.92950034223135,25.130732375085557,9.798767967145793,5.0800000000000125,15.23999999999998,0.0,-0.1299999999999999,0.2,1.0200000000000002,-0.22000000000000003,-1.4200000000000002,-0.30000000000000004,-0.31000000000000005,1.5,0
0,0,2,2,1,1,3,0.85,3.67,1.41,2.8,180.34,170.0,177.8,2.75,0.79,1.87,1.2,182.88,170.0,187.96,7,23,59,79,12,28,129,149,1,6,3,3,6,19,43,63,1,4,12,12,0,0,4,4,3,19,9,29,1,1,13,13,3,3,37,37,0.3,0.74,0.16,1.0,0.36,0.36,0.28,0.25,0.65,0.66,0.37,0.54,35.99452429842574,35.63860369609856,0.35592060232717415,-2.539999999999992,-10.159999999999997,0.0,-1.9,-0.29000000000000004,2.88,-0.30000000000000004,-0.4600000000000002,-0.08999999999999997,-0.29000000000000004,1.5999999999999999,0
0,1,0,0,0,0,1,2.59,1.57,1.21,0.4,185.42,185.0,187.96,3.57,2.71,2.12,0.8,185.42,205.0,193.04,9,11,17,28,10,12,24,35,2,2,0,1,6,7,11,20,3,3,1,1,0,1,5,7,5,7,7,18,3,3,4,4,1,1,6,6,0.81,0.6,1.0,0.0,0.53,0.61,0.65,0.75,0.5,0.54,0.48,0.47,31.939767282683093,28.449007529089666,3.4907597535934265,0.0,-5.079999999999984,-20.0,-0.98,0.030000000000000027,-1.14,0.06999999999999995,-0.9100000000000001,0.17000000000000004,0.28,-0.4,0
0,0,0,0,0,0,5,2.76,3.2,1.19,0.5,175.26,155.0,177.8,3.7,2.71,2.28,0.3,167.64,135.0,172.72,71,262,61,232,72,263,63,234,0,0,1,13,60,248,39,179,7,10,14,32,4,4,8,21,63,247,58,222,8,15,2,9,0,0,1,1,0.27,0.26,0.0,0.07,0.48,0.56,0.55,0.74,0.39,0.66,0.31,0.65,31.32375085557837,28.48186173853525,2.84188911704312,7.6200000000000045,5.0800000000000125,20.0,-0.9400000000000004,0.08999999999999997,0.4900000000000002,-0.09999999999999998,-1.0899999999999999,0.24000000000000005,0.08999999999999997,0.2,0
1,0,0,0,0,0,5,3.05,2.05,0.5,0.8,187.96,185.0,195.58,1.82,2.03,2.55,1.0,185.42,170.0,182.88,61,111,10,52,62,112,11,53,0,0,0,13,29,64,9,46,6,10,0,3,26,37,1,3,57,102,8,48,0,0,2,4,4,9,0,0,0.54,0.19,0.0,0.0,0.61,0.6,0.77,0.69,0.43,0.63,0.26,0.61,34.98973305954826,32.42436687200548,2.5653661875427787,2.5400000000000205,12.700000000000017,15.0,1.2299999999999998,0.18,0.020000000000000018,-0.030000000000000027,-2.05,0.51,0.07999999999999996,-0.19999999999999996,1
1,0,3,0,1,1,2,2.31,2.4,0.49,1.7,198.12,185.0,200.66,3.12,2.26,3.17,0.6,182.88,185.0,180.34,9,26,25,60,36,55,38,75,0,0,1,8,7,24,17,52,2,2,8,8,0,0,0,0,3,16,3,11,3,7,1,3,3,3,21,46,0.34,0.41,0.0,0.12,0.41,0.54,0.45,0.56,0.51,0.57,0.29,0.57,27.408624229979466,32.16427104722793,-4.755646817248461,15.240000000000009,20.319999999999993,0.0,-0.81,-0.10000000000000003,0.14000000000000012,-0.029999999999999916,-2.6799999999999997,0.16000000000000003,-0.009999999999999898,1.1,0
0,0,1,1,0,0,3,2.83,3.77,1.2,1.0,187.96,170.0,193.04,3.8,2.17,2.53,0.9,175.26,170.0,180.34,28,41,31,72,49,63,83,130,2,4,3,10,9,21,21,58,15,16,10,13,4,4,0,1,8,19,5,25,20,22,6,8,0,0,20,39,0.68,0.43,0.5,0.3,0.5,0.5,0.45,0.71,0.41,0.62,0.48,0.63,25.27583846680356,25.61533196440794,-0.33949349760437997,12.700000000000017,12.699999999999989,0.0,-0.9699999999999998,0.09000000000000002,1.6,-0.12,-1.3299999999999998,-0.02999999999999997,0.07999999999999996,0.09999999999999998,0
1,0,1,2,1,0,3,2.11,3.75,1.18,0.7,185.42,170.0,190.5,4.55,3.59,0.93,0.7,177.8,170.0,185.42,34,108,59,132,42,117,83,165,0,0,4,5,31,103,32,88,3,5,12,22,0,0,15,22,29,101,55,124,2,4,1,4,3,3,3,4,0.31,0.44,0.0,0.8,0.37,0.51,0.55,0.19,0.35,0.65,0.5,0.76,27.783709787816566,32.876112251882276,-5.09240246406571,7.619999999999976,5.0800000000000125,0.0,-2.44,0.020000000000000018,0.16000000000000014,-0.14,0.2499999999999999,0.050000000000000044,-0.5700000000000001,0.0,1
0,0,0,1,0,0,1,4.02,3.42,1.54,0.4,195.58,205.0,200.66,2.85,1.33,2.99,0.6,187.96,205.0,200.66,0,5,14,18,0,5,28,34,0,2,1,5,0,4,4,8,0,1,4,4,0,0,6,6,0,1,1,2,0,4,6,6,0,0,7,10,0.0,0.77,0.0,0.2,0.4,0.51,0.39,0.83,0.34,0.72,0.38,0.72,23.23340177960301,25.53867214236824,-2.3052703627652313,7.6200000000000045,0.0,0.0,1.1699999999999995,0.06,2.09,-0.20999999999999996,-1.4500000000000002,0.010000000000000009,0.10999999999999999,-0.19999999999999996,0
0,0,1,1,0,0,2,2.16,2.53,0.43,1.4,185.42,155.0,185.42,3.49,3.22,1.93,0.6,172.72,155.0,177.8,7,20,25,45,11,25,45,69,0,0,2,3,3,12,16,34,0,2,3,3,4,6,6,8,6,18,2,17,1,1,5,5,0,1,18,23,0.35,0.55,0.0,0.66,0.35,0.67,0.3,0.39,0.46,0.61,0.37,0.58,24.243668720054757,25.453798767967147,-1.21013004791239,12.699999999999989,7.619999999999976,0.0,-1.33,-0.11000000000000004,-0.6900000000000004,0.06000000000000005,-1.5,-0.07,-0.18999999999999995,0.7999999999999999,0
0,0,0,0,0,0,3,2.46,1.18,1.32,0.0,182.88,240.0,182.88,1.36,3.61,0.0,0.0,187.96,245.0,195.58,32,97,20,127,32,97,20,127,1,1,0,0,26,90,11,116,5,6,2,4,1,1,7,7,31,94,20,127,0,0,0,0,1,3,0,0,0.32,0.15,1.0,0.0,0.41,0.81,0.71,0.7,0.19,0.53,0.0,0.0,30.157426420260094,36.73921971252567,-6.581793292265573,-5.0800000000000125,-12.700000000000017,-5.0,1.0999999999999999,0.21999999999999997,-2.4299999999999997,0.28,1.32,0.71,0.7,0.0,1
0,0,1,0,0,0,3,2.41,1.85,2.22,1.3,177.8,145.0,187.96,3.81,3.52,1.23,0.8,170.18,155.0,177.8,51,186,20,116,74,210,20,116,1,2,0,1,40,172,11,84,6,7,9,28,5,7,0,4,42,172,20,115,3,5,0,1,6,9,0,0,0.27,0.17,0.5,0.0,0.4,0.63,0.33,0.6,0.41,0.6,0.65,0.63,33.84531143052703,31.520876112251884,2.3244353182751496,7.6200000000000045,10.159999999999997,-10.0,-1.4,-0.009999999999999953,-1.67,0.030000000000000027,0.9900000000000002,-0.32,-0.030000000000000027,0.5,1
0,0,0,0,1,1,3,3.68,4.09,0.74,0.0,172.72,155.0,175.26,3.87,2.67,0.87,0.3,167.64,145.0,177.8,54,159,39,225,64,170,39,228,1,1,2,5,36,134,28,204,4,6,5,8,14,19,6,13,49,152,35,209,3,3,3,13,2,4,1,3,0.33,0.17,1.0,0.4,0.4,0.62,0.35,0.75,0.32,0.65,0.32,0.65,25.508555783709788,31.211498973305954,-5.702943189596166,5.0800000000000125,-2.5400000000000205,10.0,-0.18999999999999995,0.08000000000000002,1.42,-0.030000000000000027,-0.13,0.02999999999999997,0.09999999999999998,-0.3,1
1,0,1,1,0,0,3,2.5,2.83,2.02,0.4,175.26,155.0,177.8,3.44,3.25,3.3,1.2,172.72,145.0,172.72,24,74,46,96,45,96,79,133,0,1,4,14,16,65,26,72,2,2,16,19,6,7,4,5,11,51,12,42,11,21,12,19,2,2,22,35,0.32,0.47,0.0,0.28,0.3,0.64,0.52,0.65,0.47,0.5,0.32,0.43,28.66803559206023,25.6290212183436,3.0390143737166326,2.539999999999992,5.0800000000000125,10.0,-0.94,-0.16999999999999998,-0.41999999999999993,0.14,-1.2799999999999998,0.2,0.22000000000000003,-0.7999999999999999,0
0,1,0,0,0,0,1,1.91,1.9,1.95,0.5,170.18,155.0,177.8,1.95,2.51,4.08,0.8,177.8,155.0,180.34,6,28,22,59,10,34,26,65,0,0,1,1,2,17,21,58,0,2,0,0,4,9,1,1,6,28,6,36,0,0,1,2,0,0,15,21,0.21,0.37,0.0,1.0,0.49,0.5,0.31,0.37,0.31,0.63,0.53,0.92,34.89664613278576,26.480492813141684,8.416153319644078,-7.6200000000000045,-2.539999999999992,0.0,-0.040000000000000036,0.18,-0.6099999999999999,-0.13,-2.13,-0.22000000000000003,-0.55,-0.30000000000000004,0
0,0,0,0,0,0,3,2.52,4.57,0.0,0.0,180.34,155.0,185.42,2.19,3.38,2.49,1.6,172.72,155.0,180.34,61,198,52,146,74,211,64,159,0,0,0,6,32,152,28,110,13,29,5,10,16,17,19,26,47,184,45,133,13,13,7,13,1,1,0,0,0.3,0.35,0.0,0.0,0.33,0.51,0.0,0.74,0.33,0.59,0.36,0.11,28.38877481177276,28.175222450376456,0.21355236139630307,7.6200000000000045,5.079999999999984,0.0,0.33000000000000007,0.0,1.1900000000000004,-0.07999999999999996,-2.49,-0.36,0.63,-1.6,1
1,0,0,0,0,0,1,2.18,4.79,1.14,0.1,182.88,263.0,185.42,3.12,4.04,0.56,1.7,210.82,265.0,213.36,9,15,2,5,9,15,2,5,0,0,0,0,9,15,0,3,0,0,0,0,0,0,2,2,3,6,2,5,0,0,0,0,6,9,0,0,0.6,0.4,0.0,0.0,0.36,0.46,0.27,0.65,0.47,0.46,0.46,0.55,33.776865160848736,22.11362080766598,11.663244353182755,-27.939999999999998,-27.940000000000026,-2.0,-0.94,-0.10999999999999999,0.75,0.0,0.5799999999999998,-0.19,0.09999999999999998,-1.5999999999999999,1
0,3,0,0,0,0,2,4.96,2.8,0.25,0.0,182.88,185.0,182.88,3.16,2.64,0.84,0.1,185.42,185.0,185.42,19,71,29,65,19,72,58,104,0,1,0,0,4,52,24,58,2,4,3,4,13,15,2,3,17,60,15,37,2,11,10,20,0,0,4,8,0.26,0.44,0.0,0.0,0.44,0.66,0.33,0.6,0.48,0.54,0.5,0.63,38.03422313483915,38.08624229979466,-0.05201916495551018,-2.539999999999992,-2.539999999999992,0.0,1.7999999999999998,-0.03999999999999998,0.1599999999999997,0.12,-0.59,-0.16999999999999998,-0.030000000000000027,-0.1,0
2,1,0,0,0,0,1,1.41,1.58,2.96,0.0,180.34,185.0,195.58,1.96,2.46,1.02,0.0,190.5,185.0,187.96,17,37,16,40,17,37,33,63,0,0,0,0,17,36,8,28,0,1,1,3,0,0,7,9,14,31,12,33,0,0,1,4,3,6,3,3,0.45,0.4,0.0,0.0,0.29,0.62,0.54,0.72,0.54,0.36,0.6,0.54,30.362765229295004,30.718685831622178,-0.35592060232717415,-10.159999999999997,7.6200000000000045,0.0,-0.55,-0.25000000000000006,-0.8799999999999999,0.26,1.94,-0.05999999999999994,0.17999999999999994,0.0,1
0,0,0,3,0,2,3,1.52,1.55,4.23,0.0,177.8,155.0,177.8,1.28,1.56,2.36,2.8,172.72,155.0,185.42,33,53,12,31,95,116,25,45,6,10,0,0,13,30,9,25,18,19,3,4,2,4,0,2,6,20,8,23,2,3,3,7,25,30,1,1,0.62,0.38,0.6,0.0,0.56,0.46,0.42,0.72,0.42,0.48,0.63,0.37,29.136208076659823,28.465434633812457,0.6707734428473664,5.0800000000000125,-7.619999999999976,0.0,0.24,0.14000000000000007,-0.010000000000000009,-0.019999999999999962,1.8700000000000006,-0.21000000000000002,0.35,-2.8,1
0,0,3,1,1,0,3,2.73,2.99,1.69,1.9,172.72,155.0,180.34,2.34,2.32,3.65,1.3,172.72,155.0,190.5,23,67,17,45,42,89,52,81,1,2,4,8,12,54,7,34,5,7,7,8,6,6,3,3,14,50,6,29,6,10,8,9,3,7,3,7,0.34,0.37,0.5,0.5,0.4,0.59,0.43,0.46,0.43,0.6,0.36,0.31,26.573579739904176,28.421629021218344,-1.848049281314168,0.0,-10.159999999999997,0.0,0.3900000000000001,-0.02999999999999997,0.6700000000000004,-0.010000000000000009,-1.96,0.07,0.15000000000000002,0.5999999999999999,1
0,0,1,0,0,0,1,1.75,2.04,3.93,4.1,172.72,170.0,180.34,3.29,2.26,3.55,0.4,185.42,205.0,193.04,0,1,0,2,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.51,0.59,0.45,0.0,0.38,0.57,0.6,0.82,30.080766598220396,28.175222450376456,1.9055441478439406,-12.699999999999989,-12.699999999999989,-35.0,-1.54,0.13,-0.21999999999999975,0.020000000000000018,0.38000000000000034,-0.14999999999999997,-0.82,3.6999999999999997,1
0,0,1,0,0,0,2,2.02,1.2,3.74,1.2,182.88,170.0,187.96,3.69,2.67,1.56,1.4,182.88,170.0,190.5,15,27,6,10,24,36,23,28,5,11,0,0,13,24,0,4,2,3,3,3,0,0,3,3,1,2,3,7,10,18,3,3,4,7,0,0,0.55,0.6,0.45,0.0,0.49,0.61,0.38,0.31,0.54,0.55,0.44,0.63,33.322381930184804,29.207392197125255,4.114989733059549,0.0,-2.539999999999992,0.0,-1.67,-0.050000000000000044,-1.47,0.05999999999999994,2.18,-0.06,-0.32,-0.19999999999999996,1
1,0,0,0,0,0,1,4.62,3.78,1.19,1.4,182.88,170.0,193.04,1.98,10.27,0.0,0.0,182.88,170.0,180.34,34,60,3,22,54,84,3,22,0,0,0,0,27,53,1,19,2,2,1,2,5,5,1,1,14,35,1,19,2,2,2,3,18,23,0,0,0.56,0.13,0.0,0.0,0.45,0.53,0.3,0.42,0.21,0.45,0.0,0.0,24.944558521560573,28.005475701574266,-3.0609171800136927,0.0,12.699999999999989,0.0,2.64,0.24000000000000002,-6.49,0.08000000000000002,1.19,0.3,0.42,1.4,1
0,0,2,2,1,0,2,2.45,1.94,2.9,0.8,172.72,155.0,177.8,1.29,1.85,2.34,1.5,177.8,155.0,180.34,16,29,8,11,71,91,19,22,1,1,1,5,16,28,6,9,0,0,1,1,0,1,1,1,0,4,3,5,2,4,4,4,14,21,1,2,0.55,0.72,1.0,0.2,0.43,0.63,0.54,0.69,0.33,0.61,0.32,0.2,30.888432580424368,31.2580424366872,-0.3696098562628336,-5.0800000000000125,-2.539999999999992,0.0,1.1600000000000001,0.09999999999999998,0.08999999999999986,0.020000000000000018,0.56,0.22000000000000003,0.48999999999999994,-0.7,1
0,0,6,0,1,0,5,3.78,1.4,4.16,1.1,180.34,185.0,193.04,2.46,3.44,0.73,0.4,182.88,170.0,187.96,59,79,4,27,174,201,42,72,11,11,0,0,35,54,3,24,17,18,0,1,7,7,1,2,10,18,1,21,0,0,0,1,49,61,3,5,0.74,0.14,1.0,0.0,0.53,0.72,0.74,0.83,0.35,0.51,0.35,0.35,28.854209445585216,27.860369609856264,0.9938398357289522,-2.539999999999992,5.079999999999984,15.0,1.3199999999999998,0.18000000000000005,-2.04,0.20999999999999996,3.43,0.39,0.48,0.7000000000000001,1
0,1,0,0,0,0,1,2.18,3.84,2.02,2.0,190.5,264.0,200.66,4.38,3.53,1.42,0.0,187.96,265.0,203.2,3,10,49,63,3,10,74,89,0,0,0,2,2,9,31,44,1,1,1,1,0,0,17,18,2,9,1,6,1,1,33,37,0,0,15,20,0.3,0.77,0.0,0.0,0.47,0.38,0.4,0.54,0.47,0.53,0.33,0.42,30.84188911704312,35.22518822724162,-4.383299110198497,2.539999999999992,-2.539999999999992,-1.0,-2.1999999999999997,0.0,0.31000000000000005,-0.15000000000000002,0.6000000000000001,0.07,0.12000000000000005,2.0,0
0,0,0,0,0,0,3,3.23,3.58,0.2,1.3,187.96,170.0,195.58,2.61,1.65,3.6,0.8,182.88,170.0,187.96,17,30,72,99,31,44,212,247,0,0,2,7,4,17,41,65,6,6,17,20,7,7,14,14,4,14,11,20,13,16,23,32,0,0,38,47,0.56,0.72,0.0,0.28,0.5,0.51,0.4,0.66,0.5,0.54,0.51,0.56,26.954140999315538,32.0848733744011,-5.130732375085561,5.0800000000000125,7.6200000000000045,0.0,0.6200000000000001,0.0,1.9300000000000002,-0.030000000000000027,-3.4,-0.10999999999999999,0.09999999999999998,0.5,0
0,1,1,0,1,3,3,1.13,3.44,6.0,1.0,175.26,205.0,182.88,5.15,3.93,1.57,0.0,190.5,185.0,190.5,34,66,60,124,47,84,176,250,11,13,2,2,31,62,38,100,3,4,19,21,0,0,3,3,15,30,5,30,12,19,11,25,7,17,44,69,0.51,0.48,0.84,1.0,0.46,0.45,0.54,0.28,0.42,0.55,0.46,0.3,28.344969199178646,28.05475701574264,0.2902121834360045,-15.240000000000009,-7.6200000000000045,20.0,-4.0200000000000005,0.040000000000000036,-0.4900000000000002,-0.10000000000000003,4.43,0.08000000000000002,-0.019999999999999962,1.0,0
0,0,0,0,0,0,3,3.01,2.74,3.51,0.5,185.42,170.0,193.04,3.21,2.61,1.49,1.0,180.34,170.0,185.42,47,88,21,39,92,140,63,81,4,6,0,4,13,50,11,29,11,11,4,4,23,27,6,6,5,24,10,23,35,47,10,15,7,17,1,1,0.53,0.53,0.66,0.0,0.42,0.54,0.5,0.89,0.63,0.52,0.27,0.44,24.197125256673512,23.813826146475016,0.3832991101984966,5.079999999999984,7.6200000000000045,0.0,-0.20000000000000018,-0.21000000000000002,0.13000000000000034,0.020000000000000018,2.0199999999999996,0.22999999999999998,0.45,-0.5,1
1,0,0,0,0,0,1,3.96,2.8,2.18,0.0,182.88,185.0,182.88,2.03,3.86,0.0,0.5,187.96,205.0,190.5,13,29,6,16,13,29,6,16,0,0,0,0,7,22,2,11,4,5,0,0,2,2,4,5,12,28,6,16,0,0,0,0,1,1,0,0,0.44,0.37,0.0,0.0,0.47,0.59,0.78,0.62,0.48,0.35,0.0,0.36,28.54757015742642,31.520876112251884,-2.973305954825463,-5.0800000000000125,-7.6200000000000045,-20.0,1.9300000000000002,-0.010000000000000009,-1.06,0.24,2.18,0.78,0.26,-0.5,1
0,0,0,1,0,1,1,2.15,3.08,2.7,0.4,170.18,170.0,182.88,0.73,2.27,2.46,2.5,177.8,170.0,187.96,6,8,7,17,8,11,21,33,1,1,1,1,4,6,7,17,0,0,0,0,2,2,0,0,2,4,1,4,0,0,0,0,4,4,6,13,0.75,0.41,1.0,1.0,0.5,0.51,0.49,0.53,0.2,0.46,0.44,0.4,27.055441478439427,29.623545516769337,-2.56810403832991,-7.6200000000000045,-5.0800000000000125,0.0,1.42,0.3,0.81,0.04999999999999999,0.2400000000000002,0.04999999999999999,0.13,-2.1,1
0,0,1,3,0,0,2,2.44,2.57,3.36,0.7,170.18,155.0,177.8,1.25,1.88,2.13,3.4,177.8,155.0,180.34,14,33,1,7,72,102,6,12,2,2,0,1,9,27,1,7,3,3,0,0,2,3,0,0,1,14,0,6,1,1,0,0,12,18,1,1,0.42,0.14,1.0,0.0,0.34,0.63,0.38,0.68,0.39,0.58,0.27,0.5,28.281998631074607,28.2217659137577,0.06023271731690727,-7.6200000000000045,-2.539999999999992,0.0,1.19,-0.04999999999999999,0.69,0.050000000000000044,1.23,0.10999999999999999,0.18000000000000005,-2.7,1
0,0,0,0,0,0,3,1.93,2.39,0.47,0.9,187.96,205.0,195.58,1.9,1.62,3.25,0.1,182.88,205.0,187.96,19,97,28,91,19,97,35,98,0,0,2,3,11,85,13,72,5,8,0,0,3,4,15,19,19,97,27,86,0,0,1,3,0,0,0,2,0.19,0.3,0.0,0.66,0.27,0.67,0.33,0.79,0.44,0.59,0.46,0.7,29.702943189596166,39.20876112251882,-9.505817932922657,5.0800000000000125,7.6200000000000045,0.0,0.030000000000000027,-0.16999999999999998,0.77,0.08000000000000007,-2.7800000000000002,-0.13,0.09000000000000008,0.8,0
1,0,0,0,0,0,1,4.49,3.33,0.3,0.1,193.04,238.0,195.58,2.12,2.94,2.8,1.1,187.96,242.0,193.04,20,35,9,19,20,35,9,19,0,0,1,1,14,27,2,10,5,7,1,2,1,1,6,7,10,21,9,19,0,0,0,0,10,14,0,0,0.57,0.47,0.0,1.0,0.47,0.56,0.5,0.81,0.45,0.57,0.39,0.66,26.138261464750173,30.84188911704312,-4.703627652292948,5.079999999999984,2.5400000000000205,-4.0,2.37,0.019999999999999962,0.3900000000000001,-0.009999999999999898,-2.5,0.10999999999999999,0.15000000000000002,-1.0,1
0,0,0,0,0,0,1,4.62,3.05,0.43,0.1,177.8,170.0,177.8,3.5,3.08,2.7,1.2,177.8,145.0,180.34,1,5,0,2,1,5,0,2,0,0,1,2,1,5,0,2,0,0,0,0,0,0,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.5,0.44,0.57,0.25,0.59,0.38,0.52,0.33,0.58,31.627652292950035,25.845311430527037,5.782340862422998,0.0,-2.539999999999992,25.0,1.12,0.06,-0.03000000000000025,0.04999999999999993,-2.27,-0.08000000000000002,0.010000000000000009,-1.0999999999999999,0
0,0,0,0,0,0,1,3.03,2.81,0.7,0.2,190.5,230.0,198.12,4.3,2.22,1.85,0.4,193.04,205.0,213.36,5,8,11,17,7,11,26,33,0,0,2,3,3,5,9,14,1,1,1,1,1,2,1,2,1,4,1,3,1,1,1,1,3,3,9,13,0.62,0.64,0.0,0.66,0.56,0.52,0.53,0.59,0.57,0.64,0.44,0.95,32.4435318275154,22.67214236824093,9.77138945927447,-2.539999999999992,-15.240000000000009,25.0,-1.27,-0.009999999999999898,0.5899999999999999,-0.12,-1.1500000000000001,0.09000000000000002,-0.36,-0.2,0
